FK_Name,ModelID,Num_ModelID,ObjectID,NumOID,ImportID,Child_Table_Name,Referred_Table_Name,Engineer,Delete_Rule,Child_Table_ID,Num_Child_Table_ID,Referred_Table_ID,Num_Referred_Table_ID,Referred_Key_ID,Num_Referred_Key_ID,Number_Of_Columns
"BasicUserTransactions_Users_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,A88A7005-D5CD-61D1-E2AD-DAA48CE8DBB3,212,,BasicUserTransactions,Users,Y,CASCADE,C6DD007D-4963-AA16-0A4C-1A11A505E668,149,B336B49B-DAD4-4065-0A6D-0E176EB19CDE,155,65A32DE8-D95C-E896-BE48-3FC55EE76E13,203,1,
"Budgets_(for_premium_users)_Users_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,1F6C50C5-E488-B156-4F79-6781A53EEC0F,213,,Budgets_(for_premium_users),Users,Y,CASCADE,8107D623-C9C0-39A2-6ACE-58AAF7A96316,150,B336B49B-DAD4-4065-0A6D-0E176EB19CDE,155,65A32DE8-D95C-E896-BE48-3FC55EE76E13,203,1,
"ExpenseCategories_(For_Premium_Users)_Users_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,FF5463CD-F6B1-F09F-1277-6131CAE7D83D,214,,ExpenseCategories_(For_Premium_Users),Users,Y,CASCADE,2377A240-78E0-EC57-8C3F-6A3292D0682D,151,B336B49B-DAD4-4065-0A6D-0E176EB19CDE,155,65A32DE8-D95C-E896-BE48-3FC55EE76E13,203,1,
"Expenses_(For_Premium_Users)_Budgets_(for_premium_users)_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,64BE1113-EA40-2ADC-6F93-CCB015A1C3A9,215,,Expenses_(For_Premium_Users),Budgets_(for_premium_users),Y,CASCADE,2AAB9569-423D-1D66-AD84-27A2305C61AA,152,8107D623-C9C0-39A2-6ACE-58AAF7A96316,150,8D7A2557-BEB3-579D-8BBA-BAC73BF13A2C,198,1,
"Expenses_(For_Premium_Users)_ExpenseCategories_(For_Premium_Users)_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,95F7DBC0-71CF-B9D2-387B-F55ACE5ACEDE,216,,Expenses_(For_Premium_Users),ExpenseCategories_(For_Premium_Users),Y,CASCADE,2AAB9569-423D-1D66-AD84-27A2305C61AA,152,2377A240-78E0-EC57-8C3F-6A3292D0682D,151,041C6B32-15D6-13AB-F133-362FC5EE961A,199,1,
"IncomeCategories_(For_Premium_Users)_Users_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,6F22BD5F-0CE0-19BA-32B3-4070D0395FF4,217,,IncomeCategories_(For_Premium_Users),Users,Y,CASCADE,9A6BC923-64FD-AD40-1246-0FF1FC3AD78A,153,B336B49B-DAD4-4065-0A6D-0E176EB19CDE,155,65A32DE8-D95C-E896-BE48-3FC55EE76E13,203,1,
"Incomes_(For_Premium_Users)_Budgets_(for_premium_users)_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,91541447-0C6F-C08F-37C1-847DB05BCD62,218,,Incomes_(For_Premium_Users),Budgets_(for_premium_users),Y,CASCADE,33D7FA58-130E-71FC-641D-B65834805AC6,154,8107D623-C9C0-39A2-6ACE-58AAF7A96316,150,8D7A2557-BEB3-579D-8BBA-BAC73BF13A2C,198,1,
"Incomes_(For_Premium_Users)_IncomeCategories_(For_Premium_Users)_FK",F7869BDB-9924-DD1B-523F-C10F163DBEC8,148,7D0DD07D-058F-8052-1748-4E0D61883077,219,,Incomes_(For_Premium_Users),IncomeCategories_(For_Premium_Users),Y,CASCADE,33D7FA58-130E-71FC-641D-B65834805AC6,154,9A6BC923-64FD-AD40-1246-0FF1FC3AD78A,153,430A2686-6CE3-CFB4-D464-271703E020D7,201,1,
